ACL,0.023227444035721124
CL,0.017455957855487664
COLING,0.015928069880552214
EMNLP,0.00839853326416249
NAACL,0.007393715872274246
HLT,0.006518911369031754
ANLP,0.006280579797577546
CoNLL,0.005924789255054359
EACL,0.005041275335115964
IJCNLP,0.0036124781954082865
Workshop On Speech And Natural Language,0.0035946229230089414
MUC,0.003432686862226489
LREC,0.0031896306730599656
Workshop on Semantic Evaluations (SemEval),0.00316237409589043
SIGDIAL,0.0031367564790470157
Workshop on Statistical Machine Translation,0.0031296866884205944
2000 Joint SIGDAT Conference on Empirical Methods in Natural Language Processing and Very Large Corpora,0.0030162433545135757
VLC,0.0029567608282088853
INLG,0.0029018180294043227
Workshop On Intelligent Scalable Text Summarization,0.0028500202807770427
MWE,0.0028421472720334615
SIGHAN Workshop On Chinese Language Processing,0.0028330665947457747
Workshop On Very Large Corpora,0.002815260811249236
Workshop On Effective Tools And Methodologies For Teaching Natural Language Processing And Computational Linguistics,0.002780468224623937
Workshop On Computational Approaches To Semitic Languages,0.0027715911443387223
TINLP,0.002769687243399265
Workshop On Text Summarization Branches Out,0.0027442670037905437
AJCL,0.0027416725648719766
LaTeCH,0.002727391143819018
Workshop On Tagging Text With Lexical Semantics: Why What And How?,0.0027049440887861355
Workshop On Computational Natural Language Learning CoNLL,0.002677560764464186
Workshop On Usage Of WordNet In Natural Language Processing Systems,0.002676944346571626
International Joint Workshop On Natural Language Processing In Biomedicine And Its Applications NLPBA BioNLP,0.002665879869769818
SIGLEX Workshop On Standardizing Lexical Resources,0.0026552217405519415
TextGraphs Workshop On Graph Based Methods For Natural Language Processing,0.0026506240300818063
Workshop On Natural Language Generation,0.002641760308555707
Workshop On Natural Language Generation EWNLG,0.0026400049021407055
Workshop On Natural Language Processing In Biomedicine,0.002636959802084325
Workshop On Unsupervised Lexical Acquisition,0.002633953925135642
Workshop On Automatic Summarization,0.002626129482150291
Workshop On Building And Using Parallel Texts: Data Driven Machine Translation And Beyond,0.002625769704953795
Linguistic Annotation Workshop,0.002625023493560407
Workshop On Natural Language Processing In The Biomedical Domain,0.002622895014794977
Proceedings of the NAACL HLT 2010 Workshop on Creating Speech and Language Data with Amazon&rsquo;s Mechanical Turk,0.002621353176835173
Workshop On Parsing Technology,0.002619524482974849
Workshop On Frontiers In Corpus Annotation,0.002613917522236454
Workshop on Textual Entailment and Paraphrasing,0.00260526390386384
Proceedings of BioNLP Shared Task 2011 Workshop,0.0025987380880271617
Workshop On Human Language Technology And Knowledge Management,0.002595251206447831
Workshop On Automatic Information Extraction And Building Of Lexical Semantic Resources For NLP Applications,0.002586651439675161
Workshop On Paraphrasing,0.002584869717105488
SENSEVAL International Workshop On The Evaluation Of Systems For The Semantic Analysis Of Text,0.0025816743209198475
Workshop On Morphological And Phonological Learning,0.0025815632341349886
Workshop On Frontiers In Corpus Annotations II: Pie In The Sky,0.0025785295553236907
Proceedings of the BioNLP 2009 Workshop Companion Volume for Shared Task,0.002577516731322267
Workshop On Pragmatics Of Question Answering,0.0025771148858348024
Workshop On Content Visualization And Intermedia Representations,0.0025726195086672094
Workshop On TIPSTER Text Program,0.0025673839467138908
BEA,0.0025673307341289044
Proceedings of the Fourth SIGHAN Workshop on Chinese Language Processing,0.002567129857920286
Workshop On Temporal And Spatial Information Processing,0.0025659094608309206
Workshop On Grammar Engineering And Evaluation,0.0025486145057705733
Workshop On Linking Biological Literature Ontologies And Databases,0.002547634992307499
Workshop On Data-Driven Methods In Machine Translation,0.0025474221256326646
Workshop:  Conference On Question Answering In Restricted Domains,0.0025419211685792234
Workshop On Word Sense Disambiguation: Recent Successes And Future Directions,0.00254181000884313
Workshop On NLP And XML NLPXML,0.0025406577201709055
Workshop On Current Themes In Computational Phonology And Morphology,0.002540042036887593
ENLG,0.0025400120841635324
Workshop On Text Summarization,0.0025378493749264736
Named Entities Workshop (NEWS),0.0025371911864246403
Workshop On Empirical Modeling Of Semantic Equivalence And Entailment,0.00253576834571716
Workshop On Very Large Corpora: Academic And Industrial Perspectives,0.002535294447871451
Workshop On Linguistically Interpreted Corpora,0.0025348359333902917
Workshop On Software Engineering And Architecture Of Language Technology Systems SEALTS,0.002533769929657787
Workshop On Intrinsic And Extrinsic Evaluation Measures For Machine Translation And/or Summarization,0.0025323991527395127
BioNLP ,0.0025288322155790715
Workshop On Scalable Natural Language Understanding,0.002527368590352473
Workshop On Operational Factors In Practical Robust Anaphora Resolution For Unrestricted Texts,0.002524676760231406
Workshop on Cognitive Aspects of Computational Language Acquisition,0.002524132968927558
Workshop On Psycho-Computational Models Of Human Language Acquisition,0.0025226829354006363
Computational Lexical Semantics Workshop,0.0025214674655015855
Workshop:  Biological translational and clinical language processing,0.0025181251525206814
Workshop On New Methods In Language Processing And Computational Natural Language Learning,0.002517883924910061
Workshop on Computational Approaches to Figurative Language,0.0025165523405870365
Proceedings of the Workshop on Computational Approaches to Linguistic Creativity,0.002516248369714597
Workshop On Analysis Of Geographic References,0.002516125558527945
Workshop On Linguistic Annotation: Getting The Model Right,0.0025153865390307732
Workshop On Discourse Relations And Discourse Markers,0.0025144321574770653
Workshop On Building And Using Parallel Texts,0.0025141704362125045
SSST,0.0025125293012272405
Workshop On Sharing Tools And Resources,0.002511378382760719
WASSA,0.002510196665086322
Workshop On Multilingual Summarization And Question Answering,0.0025100574228492218
SIGSEM Workshop On Prepositions,0.002508564647497754
Workshop On Text Meaning,0.002507548881014371
Workshop On Discourse Annotation,0.002507156549871976
Workshop On Finite State Methods In Natural Language Processing,0.0025061832414878383
Workshop On New Text Wikis And Blogs And Other Dynamic Text Sources,0.002505514327039564
Workshop On Intentionality And Structure In Discource Relations,0.0025055106639296013
Workshop on Statistical Parsing of Morphologically-Rich Languages,0.002503367831563428
Workshop On Unsupervised Learning In Natural Language Processing,0.0025028969240120514
Workshop:  BioNLP Workshop On Linking Natural Language And Biology,0.0025021378862264206
Workshop On Conversational Systems,0.002501127162481525
Workshop On Sentiment And Subjectivity In Text,0.0025003891159178265
Workshop On Computer And Internet Supported Education In Language And Speech Technology,0.0025000164542523266
Workshop on Deep Linguistic Processing,0.0024999698737257067
Workshop On Towards Standards And Tools For Discourse Tagging,0.0024984543520736755
Software Engineering Testing and Quality Assurance for Natural Language Processing,0.0024983193271566058
Workshop:  Conference On Reference Resolution And Its Applications,0.00249667498581818
Workshop On Open-Domain Question Answering,0.00249632385177664
Workshop on Cognitive Modeling and Computational Linguistics,0.002494317559403029
IWPT,0.002493710282067279
Workshop On The Acquisition Of Lexical Knowledge From Text,0.002493620948665667
SIGMORPHON,0.00249361163593399
Workshop On Building Educational Applications Using NLP,0.002492223037143817
Workshop On Recent Advances In Dependency Grammar,0.002491501485096792
Workshop On Speech-To-Speech Translation: Algorithms And Systems,0.0024896363416587516
Workshop On Syntactic And Semantic Complexity In Natural Language Processing Systems,0.0024890698482498796
Workshop On Incremental Parsing: Bringing Engineering And Cognition Together,0.0024889355685372276
STEP,0.002488771995779922
Workshop On Spoken Language Translation,0.0024877930230984492
Workshop On Lexical Semantics And Knowledge Representation,0.0024872484158403475
Proceedings of the Workshop on Language in Social Media (LSM 2011),0.002487165927707047
Workshop On Information Retrieval With Asian Languages,0.002486788706706681
Workshop On The Balancing Act: Combining Symbolic And Statistical Approaches To Language,0.00248657489170981
Proceedings of the Fifth International Workshop on Inference in Computational Semantics,0.002486400334987106
Workshop On Multilingual Linguistic Resources,0.002486066685538348
Workshop On Asian Language Resources And International Standardization,0.002485659101952791
Workshop:  Chinese Language Processing,0.002485301647581588
Workshop On Linking Biological Literature Ontologies And Databases: Mining Biological Semantics,0.00248525056616618
Proceedings of the Workshop on Semantic Evaluations: Recent Achievements and Future Directions (SEW-2009),0.002484713964783158
Proceedings of the Workshop on Current Trends in Biomedical Natural Language Processing,0.0024847112665482302
SIGLEX Workshop On Deep Lexical Acquisition,0.0024846261573371665
Proceedings of the GEMS 2011 Workshop on GEometrical Models of Natural Language Semantics,0.0024836580717298145
Interactive Question Answering Workshop,0.002483372781595484
Workshop On Linguistic Distances,0.0024832990076059194
Proceedings of the 2010 Workshop on GEometrical Models of Natural Language Semantics,0.0024829019680230793
Workshop On Multilingual And Mixed-Language Named Entity Recognition,0.002482641235419081
Proceedings of the NAACL HLT 2009 Workshop on Semi-supervised Learning for Natural Language Processing,0.002482158606092673
Proceedings of the First workshop on Unsupervised Learning in NLP,0.002481818131254833
Proceedings of the Third Workshop on Issues in Teaching Computational Linguistics,0.002480989725408611
Proceedings of the Workshop on Geometrical Models of Natural Language Semantics,0.0024797688064195577
Proceedings of the 2009 Workshop on Text and Citation Analysis for Scholarly Digital Libraries (NLPIR4DL),0.00247965018723666
Workshop on Balto-Slavonic Natural Language Processing,0.0024788926045930214
Workshop On Breadth And Depth Of Semantic Lexicons,0.0024787857595341264
Workshop On The Computational Treatment Of Nominals,0.0024787157116272322
Proceedings of the Third International Workshop on Paraphrasing (IWP2005),0.0024786673402937913
Workshop On Text Meaning And Interpretation,0.0024785596932013275
Workshop On SEMANET: Building And Using Semantic Networks,0.002477780508233256
IWCS,0.002477655543800435
